Super;Positive
,Love the puzzles and learning games. 3 yrs old and loves this app.;Positive
,Fun ,too many adverts got to make sure your child dont press on them.;Positive
,So good for kids;Positive
,Fun filled games...;Positive
,Good;Positive
,Best Kidz Gaming App;Positive
,Good app for kids their learning increased manifold.;Positive
,Nnn DYLAN;Neutral
,This is for children;Negative
,a very good game teaches my seven year old sister how to play games and learn thank you xxx Xxx lol;Positive
,This game is ausome;Positive
,numbers for kids;Neutral
,My kid love it;Positive
,Very nice;Positive
,nfogo;Positive
,nicre;Negative
,very good and easy;Positive
,good job;Positive
,I LIKE THE IDEA OF THE GAME BUT THE NOISE OF THE MAN ANNOYS ME;Negative
,nice game;Positive
,nice game for toddlers;Positive
,this is a good game for mental equipments;Positive
,jv vjï¿½ðŸŽ®;Neutral
,is game ke aur bhi bahut Sare part hai mujhe yeah game isliye pasand hai ki is game ke a andar Darr Kai Sare game hai;Neutral
,mythili;Positive
,Its an superb game.my daughters loves it;Positive
,This is good for baby i like this game;Positive
,fun;Positive
,yh v;Positive
,good;Positive
,This is a kids/toddler app and there are ads every single time a task is completed. way too many ads.;Negative
,it's a good game but u get board by playing those same thing;Negative
,Awesome;Positive
,good;Positive
,wow;Neutral
,Good games!!;Positive
,aap is very good for growing childrens.. but video adds are frequently disturbing;Positive
,this game is very good and interesting for children. it builds their mind by creative activities. you should download this game as its very good for the children.;Positive
,i. LOVAE. you;Positive
,Very good game;Positive
,Awesome.;Positive
,preschooler loves it;Positive
,;Neutral
,good;Positive
,I can give 5 star but angin and angin ads are coming in between;Negative
,amazing;Positive
, you so much for your birthday;Neutral
,EXCELLENT;Positive
,great for my grandson;Positive
,Fun brain teaser!;Positive
,very good to learn kids;Positive
,U ovoj igrici su mi teski lavirinti. I smetaju mi oni dodatni zvukovi na klaviru one zivotinje i automobili, oni su za bebe :-|.;Neutral
,My sister likes it;Positive
,nice ...my kids like it so;Positive
,awesome superd I like this game;Positive
,vip;Positive
, really good for kids;Positive
,verry good;Positive
,i like it most .It is very exciting game for kids;Positive
,great graphics fun and educational;Positive
,hhy;Neutral
,Very good game for kids...;Positive
,excelent;Positive
,cloud thing dosint work.;Negative
,the games are fun and educational;Positive
,on the joining dots for the alphabet the letters change to quickly;Neutral
,Good!;Positive
,nice game.;Positive
,Wonderful! Perfect for a child . It helps to increase the speed , creativity, thinking and observing capacity of child.;Positive
,very love it like it try it now;Positive
,my 2 year old is learning and thats a plus for me.;Positive
Good;Positive
nice...;Positive
,Like it;Positive
,This is so interesting to the kids;Positive
,I Loooooooooooooooooooove it so much;Positive
,Nice;Positive
,Good;Positive
,It is very good and amazing;Positive
,Very nice;Positive
,Hi aunty Rajesh I have to be made in;Positive
,Loved it.;Positive
,Perfect for kids;Positive
,It's a nice game;Positive
,Ads too much!;Negative
,I don't want to see the skin of the animal game;Negative
,I'm 10 years old right now and I still love this;Positive
,I LOV TBUS GAME OMG OMG;Positive
,I wish there was no game like this ever in my life I hated it .;Negative
,My 3yo. brother loves it . I am 8 and even i think it is fun.;Positive
,Keeps you focused;Positive
,My 2 yr old luvs it!;Positive
,Hate it;Negative
,I think your app is a bit mature but I think you need to make it better if you want the app to be out of 5stars every time someone gets on it . if you follow this tip then you will have;Positive
five out of five;Neutral
,I like it;Positive
,Good for kid;Positive
,Very useful for kids;Positive
